BRAND_NAME,COMMON_NAME_x,ORIGINALCODE_x,LENGTH(ORIGINALCODE),L_R_x,PEIJIAN,COMMON_NAME_y,ORIGINALCODE_y,L_R_y,DISTINCT_SUM,len_y
郑州日产,前保险杠（左）,62025P2720+L002,15,左,前保险杠,前保险杠（右）,62024P2720+L002,右,1,1
红岩,前轮毂轴承（左）,151551046,9,左,前轮毂轴承,前轮毂轴承（右）,151551045,右,1,1
广汽三菱,前叶子板后轮眉（左）,7407A723,8,左,前叶子板后轮眉,前叶子板后轮眉（右）,7407A724,右,1,1
长安马自达,后制动油管总成（左）,BKD245160,9,左,后制动油管总成,后制动油管总成（右）,BKD245150,右,1,1
奇瑞,前叶子板前内衬（左）,Q223102021,10,左,前叶子板前内衬,前叶子板前内衬（右）,Q223102022,右,1,1
一汽奔腾,前门外拉手饰盖（左）,5CA059415,9,左,前门外拉手饰盖,前门外拉手饰盖（右）,5CA058415,右,1,1
一汽大众,前挡风玻璃密封条（左）,1K0 854 541 B,13,左,前挡风玻璃密封条,前挡风玻璃密封条（右）,1K0 854 542 B,右,1,1
吉利,后保险杠饰条（左）,101806200401901,15,左,后保险杠饰条,后保险杠饰条（右）,101806200601901,右,1,1
众泰,前保险杠泡沫内衬（左）,T7002803016001B11B27,20,左,前保险杠泡沫内衬,前保险杠泡沫内衬（右）,T7002803016002B11B27,右,1,1
广汽乘用车,前保险杠饰条（左）,7105141ASV0100,14,左,前保险杠饰条,前保险杠饰条（右）,7105142ASV0100,右,1,1
上汽大众,前大灯喷嘴支架（左）,56D807923A,10,左,前大灯喷嘴支架,前大灯喷嘴支架（右）,56D807924A,右,1,1
广汽菲亚特,背门撑杆（左）,68242419AA,10,左,背门撑杆,背门撑杆（右）,68242418AA,右,1,1
一汽奥迪,前保险杠格栅护板（左）,4G0807245D,10,左,前保险杠格栅护板,前保险杠格栅护板（右）,4G0807246D,右,1,1
奇瑞,前叶子板固定架（左）,J60-5301050-DY,14,左,前叶子板固定架,前叶子板固定架（右）,J60-5301060-DY,右,1,1
天津一汽丰田,日间行车灯（左）,814400N010,10,左,日间行车灯,日间行车灯（右）,814300N010,右,1,1
众泰,后转向节（左）,T6003502040001B1127009,22,左,后转向节,后转向节（右）,T6003502050001B1127009,右,1,1
讴歌,前叶子板内衬（左）,74150TRNH00,11,左,前叶子板内衬,前叶子板内衬（右）,74100TRNH00,右,1,1
青年,前挡风玻璃雨刮臂（左）,JYJY12993,9,左,前挡风玻璃雨刮臂,前挡风玻璃雨刮臂（右）,JYJY12994,右,1,1
一汽奥迪,前轮挡泥板（左）,4F0853887A,10,左,前轮挡泥板,前轮挡泥板（右）,4F0853888A,右,1,1
东风本田,后座椅安全带锁扣（左）,82855TETH01ZA,13,左,后座椅安全带锁扣,后座椅安全带锁扣（右）,82455TETH01ZA,右,1,1
天津一汽丰田,车顶行李架（左）,634700R020B0,12,左,车顶行李架,车顶行李架（右）,634600R020B0,右,1,1
天津一汽,后转向节（左）,42317-TEA00,11,左,后转向节,后转向节（右）,42316-TEA00,右,1,1
长安马自达,后门外拉手固定框（左）,BKC37342X,9,左,后门外拉手固定框,后门外拉手固定框（右）,BKC37242X,右,1,1
上汽通用雪佛兰,前保险杠加强件（左）,23424577,8,左,前保险杠加强件,前保险杠加强件（右）,23424576,右,1,1
郑州海马,前围侧板总成（左）,FA1A-52-54X,11,左,前围侧板总成,前围侧板总成（右）,FA1A-52-53X,右,1,1
长城,前大灯安装底板（左）,8400105,7,左,前大灯安装底板,前大灯安装底板（右）,8400106,右,1,1
华晨宝马,前侧围外板（左）,41217304007,11,左,前侧围外板,前侧围外板（右）,41217304008,右,1,1
三一重工,驾驶室上脚踏板（左）,JYJY13535,9,左,驾驶室上脚踏板,驾驶室上脚踏板（右）,JYJY13534,右,1,1
东风,后下摆臂（左）,551112FL0A,10,左,后下摆臂,后下摆臂（右）,551102FL0A,右,1,1
长城,尾立柱内饰板（左）,5402420XKV08AD4,15,左,尾立柱内饰板,尾立柱内饰板（右）,5402410XKV08AD4,右,1,1
上汽通用雪佛兰,消声器（左）,20823080,8,左,消声器,消声器（右）,20823081,右,1,1
上汽大众,前转向灯（左）,3BD953041,9,左,前转向灯,前转向灯（右）,3BD953042,右,1,1
长城,前门锁机构（左）,6105110V08,10,左,前门锁机构,前门锁机构（右）,6105120V08,右,1,1
长丰猎豹,侧围总成（左）,B005401010ED,12,左,侧围总成,侧围总成（右）,B005401020ED,右,1,1
广汽传祺,后门锁总成（左）,5610051ASV0000,14,左,后门锁总成,后门锁总成（右）,5610052ASV0000,右,1,1
广汽丰田,引擎盖密封条（左）,5338906060,10,左,引擎盖密封条,引擎盖密封条（右）,5338806060,右,1,1
一汽奔腾,前雾灯框（左）,2803311-BK01,12,左,前雾灯框,前雾灯框（右）,2803312-BK01,右,1,1
天津一汽,车顶行李架（左）,63420-TFA00,11,左,车顶行李架,车顶行李架（右）,63410-TFA00,右,1,1
比亚迪,前保险杠格栅（左）,1212437500,10,左,前保险杠格栅,前保险杠格栅（右）,1212437600,右,1,1
进口起亚,后雾灯（左）,924052P850,10,左,后雾灯,后雾灯（右）,924062P850,右,1,1
奇瑞,水箱导流板（左）,LR058478,8,左,水箱导流板,水箱导流板（右）,LR058477,右,1,1
广汽本田,侧围总成（左）,04645SDGH00ZZ,13,左,侧围总成,侧围总成（右）,04635SDGH00ZZ,右,1,1
奇瑞,后横拉杆（左）,M112919410,10,左,后横拉杆,后横拉杆（右）,M112919420,右,1,1
华泰,水箱导流板（左）,25345H1301,10,左,水箱导流板,水箱导流板（右）,25346H1301,右,1,1
昌河铃木,前立柱加强筋（左）,63512-75F00,11,左,前立柱加强筋,前立柱加强筋（右）,63112-75F00,右,1,1
夏利,前门外拉手（左）,69220-TXA00,11,左,前门外拉手,前门外拉手（右）,69210-TXA00,右,1,1
吉利,行李箱轮罩装饰板（左）,0A3021,6,左,行李箱轮罩装饰板,行李箱轮罩装饰板（右）,0A3022,右,1,1
吉利,仪表板骨架支架（左）,1068021265,10,左,仪表板骨架支架,仪表板骨架支架（右）,1068021266,右,1,1
中集,货箱铰链（左）,0I0017,6,左,货箱铰链,货箱铰链（右）,0I0018,右,1,1
光冠,前转向节（左）,432120D280,10,左,前转向节,前转向节（右）,432110D280,右,1,1
雪佛兰,后门玻璃外压条（左）,90927157,8,左,后门玻璃外压条,后门玻璃外压条（右）,90927158,右,1,1
进口奥迪,尾灯灯座（左）,4H0813307C,10,左,尾灯灯座,尾灯灯座（右）,4H0813308C,右,1,1
华泰,前保险杠饰条（左）,86561H1551,10,左,前保险杠饰条,前保险杠饰条（右）,86562H1551,右,1,1
金杯,后保险杠支架（左）,3720106,7,左,后保险杠支架,后保险杠支架（右）,3720107,右,1,1
上汽通用雪佛兰,前门玻璃导轨（左）,96314550,8,左,前门玻璃导轨,前门玻璃导轨（右）,96314551,右,1,1
解放,货箱挡泥板（左）,0I0009,6,左,货箱挡泥板,货箱挡泥板（右）,0I0008,右,1,1
进口梅赛德斯-奔驰,行李箱盖铰链（左）,MA166 740 31 00,15,左,行李箱盖铰链,行李箱盖铰链（右）,MA166 740 32 00,右,1,1
一汽大众,前门饰条（左）,L16D 853 071 2ZZ,16,左,前门饰条,前门饰条（右）,L16D 853 072 2ZZ,右,1,1
东风,发动机下护板（左）,5305950-C0100,13,左,发动机下护板,发动机下护板（右）,5305940-C0100,右,1,1
四川一汽丰田,后保险杠泡沫内衬（左）,525920R060,10,左,后保险杠泡沫内衬,后保险杠泡沫内衬（右）,525910R060,右,1,1
长丰猎豹,车顶行李架（左）,A005709100,10,左,车顶行李架,车顶行李架（右）,A005709200,右,1,1
一汽海马,引擎盖铰链（左）,PB1352410A,10,左,引擎盖铰链,引擎盖铰链（右）,PB1352420A,右,1,1
斯柯达,前挡风玻璃饰条（左）,3T08543275AP,12,左,前挡风玻璃饰条,前挡风玻璃饰条（右）,3T08543285AP,右,1,1
荣威,侧门槛外板（左）,10248744ASA,11,左,侧门槛外板,侧门槛外板（右）,10248745ASA,右,1,1
进口英菲尼迪,前转向节（左）,400151CA0A,10,左,前转向节,前转向节（右）,400141CA0A,右,1,1
上汽通用五菱,车顶上边梁（左）,24511303P,9,左,车顶上边梁,车顶上边梁（右）,24511307P,右,1,1
上汽通用五菱,前门内开拉手框（左）,23932977,8,左,前门内开拉手框,前门内开拉手框（右）,23932979,右,1,1
东风,前门玻璃（左）,6103011-SA01-LB01,17,左,前门玻璃,前门玻璃（右）,6103012-SA01-LB01,右,1,1
一汽大众,前门玻璃绒槽（左）,L191837075,10,左,前门玻璃绒槽,前门玻璃绒槽（右）,L191837076,右,1,1
江淮,后门（左）,6201100U8010,12,左,后门,后门（右）,6201200U8010,右,1,1
东风标致,ABS前轮传感器（左）,4545K3,6,左,ABS前轮传感器,ABS前轮传感器（右）,4545K1,右,1,1
陕汽,前钢板弹簧U型螺栓（左）,JYJY13728,9,左,前钢板弹簧U型螺栓,前钢板弹簧U型螺栓（右）,JYJY13727,右,1,1
北京现代,燃油油路护板（左）,H84135F0000,11,左,燃油油路护板,燃油油路护板（右）,H84145F0000,右,1,1
东风雪铁龙,前转向节（左）,16 103 064 80,13,左,前转向节,前转向节（右）,16 103 065 80,右,1,1
长安,中立柱（左）,0A1011,6,左,中立柱,中立柱（右）,0A0011,右,1,1
昌河铃木,前叶子板前轮眉（左）,77240DH1500-000,15,左,前叶子板前轮眉,前叶子板前轮眉（右）,77230DH1500-000,右,1,1
东风雪铁龙,燃油油路护板（左）,0A5002,6,左,燃油油路护板,燃油油路护板（右）,0A5003,右,1,1
长城,ABS前轮传感器（左）,3550310S08,10,左,ABS前轮传感器,ABS前轮传感器（右）,3550320S08,右,1,1
长安,后保险杠包角（左）,V301S096-0200,13,左,后保险杠包角,后保险杠包角（右）,V301S096-0201,右,1,1
华威驰乐,前雾灯（左）,JYJY12445,9,左,前雾灯,前雾灯（右）,JYJY12446,右,1,1
东风日产,行李箱内饰板（左）,849413TS1A-A120,15,左,行李箱内饰板,行李箱内饰板（右）,849403TS1A-A120,右,1,1
北汽,前稳定杆（左）,29090310-A01-B00,16,左,前稳定杆,前稳定杆（右）,29090410-A01-B00,右,1,1
长城,前门玻璃外压条（左）,6107017-K00,11,左,前门玻璃外压条,前门玻璃外压条（右）,6107018-K00,右,1,1
东风英菲尼迪,底大边饰条（左）,768532V70A,10,左,底大边饰条,底大边饰条（右）,768522V70A,右,1,1
奇瑞,后叶子板轮眉（左）,609000057AAABK,14,左,后叶子板轮眉,后叶子板轮眉（右）,609000058AAABK,右,1,1
东风雪铁龙,后座椅安全带（左）,0B2043,6,左,后座椅安全带,后座椅安全带（右）,0B2042,右,1,1
上汽大众,后门内饰板（左）,5GD 867 211 JPS,15,左,后门内饰板,后门内饰板（右）,5GD 867 212 JPS,右,1,1
东风标致,前叶子板前轮眉（左）,ZQ92379380,10,左,前叶子板前轮眉,前叶子板前轮眉（右）,ZQ92379480,右,1,1
厦门金龙,前制动器总成（左）,230000665,9,左,前制动器总成,前制动器总成（右）,230000666,右,1,1
昌河铃木,引擎盖铰链（左）,57490DG3500-000,15,左,引擎盖铰链,引擎盖铰链（右）,57480DG3500-000,右,1,1
奇瑞,行李箱轮罩装饰板（左）,A155101010BC,12,左,行李箱轮罩装饰板,行李箱轮罩装饰板（右）,A155101020BC,右,1,1
东风标致,后门饰条（左）,YL354780,8,左,后门饰条,后门饰条（右）,YL354580,右,1,1
进口奥迪,前叶子板前内衬（左）,8W6853887,9,左,前叶子板前内衬,前叶子板前内衬（右）,8W6853888,右,1,1
北京奔驰,后门（左）,95853301101GRV,14,左,后门,后门（右）,95853301201GRV,右,1,1
海南马自达,后转向节（左）,BJ3K-26-115 L1,14,左,后转向节,后转向节（右）,BJ3K-26-111 L1,右,1,1
保时捷,前转向灯（左）,95B941181A,10,左,前转向灯,前转向灯（右）,95B941182A,右,1,1
陕汽,前大灯框（左）,DZ93189723014,13,左,前大灯框,前大灯框（右）,DZ93189723024,右,1,1
斯达,驾驶室上脚踏板（左）,0A8028,6,左,驾驶室上脚踏板,驾驶室上脚踏板（右）,0A8027,右,1,1
斯柯达,车顶行李架（左）,57D8600337Z7,12,左,车顶行李架,车顶行李架（右）,57D8600347Z7,右,1,1
进口沃尔沃,后门玻璃升降器（左）,31447850,8,左,后门玻璃升降器,后门玻璃升降器（右）,31447851,右,1,1
天津一汽,前门（左）,67001TBA00,10,左,前门,前门（右）,67002TBA00,右,1,1
长安,转向横拉杆（左）,300301001,9,左,转向横拉杆,转向横拉杆（右）,300302001,右,1,1
广汽传祺,前门锁总成（左）,5610001ASV0000,14,左,前门锁总成,前门锁总成（右）,5610002ASV0000,右,1,1
进口宝马,车顶窗帘气囊（左）,72127352175,11,左,车顶窗帘气囊,车顶窗帘气囊（右）,72127352176,右,1,1
四川一汽丰田,前制动软管（左）,90947C2062,10,左,前制动软管,前制动软管（右）,90947C2061,右,1,1
荣威,侧围外板（左）,10221155-SEPP,13,左,侧围外板,侧围外板（右）,10221156-SEPP,右,1,1
江铃,后保险杠卡扣（左）,9P2 17837AA,11,左,后保险杠卡扣,后保险杠卡扣（右）,9P2 17836AA,右,1,1
郑州海马,尾灯灯座（左）,MA12-71-440,11,左,尾灯灯座,尾灯灯座（右）,MA12-70-440,右,1,1
华泰,后叶子板内衬（左）,8682126950,10,左,后叶子板内衬,后叶子板内衬（右）,8682226950,右,1,1
北京汽车,前大灯喷嘴盖（左）,C00001812EG98,13,左,前大灯喷嘴盖,前大灯喷嘴盖（右）,C00001813EG98,右,1,1
进口奥迪,后叶子板（左）,4H4809843A,10,左,后叶子板,后叶子板（右）,4H4809844A,右,1,1
东风雪铁龙,日间行车灯（左）,96 776 096 80,13,左,日间行车灯,日间行车灯（右）,96 776 095 80,右,1,1
东风悦达起亚,后门玻璃后导轨（左）,835103W000,10,左,后门玻璃后导轨,后门玻璃后导轨（右）,835203W000,右,1,1
一汽大众,前保险杠亮条（左）,L1K0 807 243 A 2ZZ,18,左,前保险杠亮条,前保险杠亮条（右）,L1K0 807 244 A 2ZZ,右,1,1
长城,前保险杠下护板（左）,5174011S08,10,左,前保险杠下护板,前保险杠下护板（右）,5174012S08,右,1,1
天津一汽丰田,后转向节（左）,42305-0N030,11,左,后转向节,后转向节（右）,42304-0N030,右,1,1
一汽大众,车顶行李架（左）,L51G8600433Q7,13,左,车顶行李架,车顶行李架（右）,L51G8600443Q7,右,1,1
长安,前保险杠卡扣（左）,R1010760801,11,左,前保险杠卡扣,前保险杠卡扣（右）,R1010760800,右,1,1
进口沃尔沃,后雾灯（左）,FJ7Z15501A,10,左,后雾灯,后雾灯（右）,FJ7Z15500A,右,1,1
一汽大众,中立柱加强筋（左）,0A1015,6,左,中立柱加强筋,中立柱加强筋（右）,0A0015,右,1,1
长安铃木,后门三角玻璃密封条（左）,8467577J00000,13,左,后门三角玻璃密封条,后门三角玻璃密封条（右）,8466577J00000,右,1,1
江淮,引擎盖铰链（左）,8406100V0040CJPP,16,左,引擎盖铰链,引擎盖铰链（右）,8406200V0040CJPP,右,1,1
上海华普,前减震器（左）,1014020108,10,左,前减震器,前减震器（右）,1014020109,右,1,1
华晨中华,转向横拉杆球头（左）,SHZ-3400010,11,左,转向横拉杆球头,转向横拉杆球头（右）,SHZ-3400011,右,1,1
长安马自达,前叶子板字标（左）,KA5H51781,9,左,前叶子板字标,前叶子板字标（右）,KA5G51781,右,1,1
长城,后转向灯（左）,4133100XP2WXA,13,左,后转向灯,后转向灯（右）,4133200XP2WXA,右,1,1
一汽海马,前减震器（左）,PA2334900,9,左,前减震器,前减震器（右）,PA2334700,右,1,1
长丰猎豹,前门玻璃外压条（左）,A006107015,10,左,前门玻璃外压条,前门玻璃外压条（右）,A006107016,右,1,1
东风,滑门（左）,0C0001,6,左,滑门,滑门（右）,0C0002,右,1,1
上汽通用别克,ABS前轮线束（左）,23251400,8,左,ABS前轮线束,ABS前轮线束（右）,23251401,右,1,1
长安,前立柱加强筋（左）,5421210-BR01,12,左,前立柱加强筋,前立柱加强筋（右）,5422210-BR01,右,1,1
上汽通用别克,前叶子板（左）,DY-20873476,11,左,前叶子板,前叶子板（右）,DY-20873477,右,1,1
奇瑞,前门框密封条（左）,T116107110PF,12,左,前门框密封条,前门框密封条（右）,T116107120PF,右,1,1
昌河铃木,前轮罩（左）,58410-75F10,11,左,前轮罩,前轮罩（右）,58310-75F10,右,1,1
长安标致雪铁龙,后保险杠拖车钩盖板（左）,1612803280,10,左,后保险杠拖车钩盖板,后保险杠拖车钩盖板（右）,1612803380,右,1,1
北汽,侧脚踏板（左）,S1K16984500021,14,左,侧脚踏板,侧脚踏板（右）,S1K16984500020,右,1,1
长安铃木,前挡风玻璃雨刮片（左）,3834078M00000,13,左,前挡风玻璃雨刮片,前挡风玻璃雨刮片（右）,3834078M30000,右,1,1
江西五十铃,前保险杠支架（左）,JYJY10036,9,左,前保险杠支架,前保险杠支架（右）,JYJY10037,右,1,1
广汽丰田,后门三角玻璃饰板（左）,625060D040,10,左,后门三角玻璃饰板,后门三角玻璃饰板（右）,625050D040,右,1,1
东风悦达起亚,侧车身前骨架（左）,71130D8000,10,左,侧车身前骨架,侧车身前骨架（右）,71140D8000,右,1,1
北斗星,前挡风玻璃雨刮片（左）,38340-75F10,11,左,前挡风玻璃雨刮片,前挡风玻璃雨刮片（右）,38340-75F30,右,1,1
北京现代,行李箱盖铰链（左）,H792104V000,11,左,行李箱盖铰链,行李箱盖铰链（右）,H792204V000,右,1,1
红岩,货箱侧防护栏（左）,0I0022,6,左,货箱侧防护栏,货箱侧防护栏（右）,0I0021,右,1,1
昌河铃木,门槛边梁（左）,61320-75F01,11,左,门槛边梁,门槛边梁（右）,61310-75F01,右,1,1
长安福特,前挡风玻璃饰条（左）,1S717B571AH,11,左,前挡风玻璃饰条,前挡风玻璃饰条（右）,1S717B571BH,右,1,1
南京依维柯,前叶子板轮眉（左）,93923838,8,左,前叶子板轮眉,前叶子板轮眉（右）,93923837,右,1,1
江铃,行李箱轮罩装饰板（左）,0A3021,6,左,行李箱轮罩装饰板,行李箱轮罩装饰板（右）,0A3022,右,1,1
江铃,倒车镜（左）,9P2 17683CE01,13,左,倒车镜,倒车镜（右）,9P2 17682CE01,右,1,1
进口吉普,前雾灯（左）,JYJY12831,9,左,前雾灯,前雾灯（右）,JYJY12832,右,1,1
广汽本田,前叶子板后内衬（左）,74155TP6A00,11,左,前叶子板后内衬,前叶子板后内衬（右）,74105TP6A00,右,1,1
进口现代,前门（左）,760032M000,10,左,前门,前门（右）,760042M000,右,1,1
长丰猎豹,驾驶室遮阳板（左）,MR734789,8,左,驾驶室遮阳板,驾驶室遮阳板（右）,MR734783,右,1,1
北京现代,引擎盖透气栅（左）,H86357A1000,11,左,引擎盖透气栅,引擎盖透气栅（右）,H86358A1000,右,1,1
昌河铃木,后座椅总成（左）,0B2001,6,左,后座椅总成,后座椅总成（右）,0B2002,右,1,1
长城,燃油油路护板（左）,0A5002,6,左,燃油油路护板,燃油油路护板（右）,0A5003,右,1,1
众泰,侧围总成（左）,5401A00001T22,13,左,侧围总成,侧围总成（右）,5401B00001T22,右,1,1
上汽通用雪佛兰,前叶子板密封条（左）,96636320,8,左,前叶子板密封条,前叶子板密封条（右）,96636321,右,1,1
东风,前门三角玻璃（左）,5741010,7,左,前门三角玻璃,前门三角玻璃（右）,5742010,右,1,1
上汽通用五菱,后转向灯（左）,23873468,8,左,后转向灯,后转向灯（右）,23873469,右,1,1
一汽马自达,后门线束（左）,GV2S67210A,10,左,后门线束,后门线束（右）,GV2S67220A,右,1,1
一汽奥迪,车顶行李架（左）,8UD8600212ZZ,12,左,车顶行李架,车顶行李架（右）,8UD8600222ZZ,右,1,1
野马汽车,引擎盖铰链（左）,XAA8402030,10,左,引擎盖铰链,引擎盖铰链（右）,XAA8402040,右,1,1
东风,前纵梁支架（左）,5251100,7,左,前纵梁支架,前纵梁支架（右）,5252100,右,1,1
北京现代,尾灯支架（左）,71550C9000,10,左,尾灯支架,尾灯支架（右）,71560C9000,右,1,1
众泰,前大灯总成（左）,T600-5208300001-B11-27161,25,左,前大灯总成,前大灯总成（右）,T600-5208400001-B11-27161,右,1,1
上汽名爵,前制动器底板（左）,10163174,8,左,前制动器底板,前制动器底板（右）,10163175,右,1,1
比亚迪,前轮挡泥板（左）,17.08.1100F3007,15,左,前轮挡泥板,前轮挡泥板（右）,17.08.1100F3008,右,1,1
一汽奥迪,进气凸轮轴（左）,06E 109 101 BP,14,左,进气凸轮轴,进气凸轮轴（右）,06E 109 101 BN,右,1,1
长安铃木,车顶导水槽（左）,0A2054,6,左,车顶导水槽,车顶导水槽（右）,0A2053,右,1,1
长安谛艾仕,后雾灯（左）,9806229480,10,左,后雾灯,后雾灯（右）,9806229580,右,1,1
昌河铃木,后保险杠支架（左）,K71-8140,8,左,后保险杠支架,后保险杠支架（右）,K71-8130,右,1,1
南骏,后立柱（左）,0A1024,6,左,后立柱,后立柱（右）,0A0024,右,1,1
上汽通用凯迪拉克,前大灯喷嘴支架（左）,22793459,8,左,前大灯喷嘴支架,前大灯喷嘴支架（右）,22793458,右,1,1
进口雪佛兰,后轮罩内板（左）,20984006,8,左,后轮罩内板,后轮罩内板（右）,20984009,右,1,1
东风,前制动器底板（左）,4542205,7,左,前制动器底板,前制动器底板（右）,4542208,右,1,1
上汽通用五菱,前门玻璃外压条（左）,1116407107,10,左,前门玻璃外压条,前门玻璃外压条（右）,1116407108,右,1,1
郑州海马,前挡风玻璃雨刮片（左）,SA12-67-330,11,左,前挡风玻璃雨刮片,前挡风玻璃雨刮片（右）,SA12-67-350,右,1,1
北京奔驰,后座椅头枕（左）,0B2028,6,左,后座椅头枕,后座椅头枕（右）,0B2029,右,1,1
陕汽,驾驶室脚踏板护罩（左）,0A8015,6,左,驾驶室脚踏板护罩,驾驶室脚踏板护罩（右）,0A8016,右,1,1
东风日产,前门槛饰板（左）,769E73AW0B,10,左,前门槛饰板,前门槛饰板（右）,769E63AW0B,右,1,1
东风标致,前挡风玻璃雨刮片（左）,6423F6,6,左,前挡风玻璃雨刮片,前挡风玻璃雨刮片（右）,6423F7,右,1,1
比亚迪,水箱支架（左）,10701130-00,11,左,水箱支架,水箱支架（右）,10701131-00,右,1,1
广汽三菱,车顶前窗帘气囊支架（左）,8001A093,8,左,车顶前窗帘气囊支架,车顶前窗帘气囊支架（右）,8001A094,右,1,1
捷豹,前大灯喷嘴盖（左）,C2Z16548,8,左,前大灯喷嘴盖,前大灯喷嘴盖（右）,C2Z16547,右,1,1
长安标致雪铁龙,前转向节（左）,1611141780,10,左,前转向节,前转向节（右）,1611141680,右,1,1
江铃,中立柱内饰板（左）,0A1022,6,左,中立柱内饰板,中立柱内饰板（右）,0A0022,右,1,1
郑州海马,倒车镜转向灯（左）,MB1269181,9,左,倒车镜转向灯,倒车镜转向灯（右）,MB1269121,右,1,1
沃尔沃,后门三角玻璃（左）,31651875,8,左,后门三角玻璃,后门三角玻璃（右）,31651876,右,1,1
上汽大众,水箱框架（左）,5NG805931,9,左,水箱框架,水箱框架（右）,5NG805932,右,1,1
金杯,前门玻璃升降器（左）,3008620,7,左,前门玻璃升降器,前门玻璃升降器（右）,3008623,右,1,1
一汽海马,前转向灯（左）,C145-51-070BL1,14,左,前转向灯,前转向灯（右）,C145-51-060BL1,右,1,1
野马汽车,日间行车灯（左）,XAA4137010,10,左,日间行车灯,日间行车灯（右）,XAA4137020,右,1,1
潍柴,车顶导水槽饰条（左）,0A2062,6,左,车顶导水槽饰条,车顶导水槽饰条（右）,0A2061,右,1,1
长安,前减震器（左）,29041000,8,左,前减震器,前减震器（右）,29042000,右,1,1
威麟,前大灯（左）,P113772010,10,左,前大灯,前大灯（右）,P113772020,右,1,1
陕汽,前保险杠饰条（左）,DZ96259622460,13,左,前保险杠饰条,前保险杠饰条（右）,DZ96259622470,右,1,1
东风,后立柱内饰板（左）,769354DW1A,10,左,后立柱内饰板,后立柱内饰板（右）,769344DW1A,右,1,1
东风日产,车顶外装饰板（左）,0A2049,6,左,车顶外装饰板,车顶外装饰板（右）,0A2048,右,1,1
启辰,底大边（左）,768512GG0A,10,左,底大边,底大边（右）,768502GG0A,右,1,1
本田,前叶子板（左）,60260T6PH00ZZ,13,左,前叶子板,前叶子板（右）,60210T6PH00ZZ,右,1,1
长安,引擎盖透气栅（左）,5500110M01,10,左,引擎盖透气栅,引擎盖透气栅（右）,5500120M01,右,1,1
重庆五十铃,发动机支架胶（左）,1001220-54,10,左,发动机支架胶,发动机支架胶（右）,1001230-54,右,1,1
广汽本田,天窗铰链（左）,70305T9CD01,11,左,天窗铰链,天窗铰链（右）,70300T9CD01,右,1,1
长丰猎豹,转向横拉杆球头（左）,A003411103,10,左,转向横拉杆球头,转向横拉杆球头（右）,A003411104,右,1,1
长安铃木,前轮罩（左）,5841062L00000,13,左,前轮罩,前轮罩（右）,5831062L00000,右,1,1
雷克萨斯,前轮挡泥板（左）,7690278010,10,左,前轮挡泥板,前轮挡泥板（右）,7690178010,右,1,1
一汽大众,后制动钳支架（左）,L6Q0615425D,11,左,后制动钳支架,后制动钳支架（右）,L6Q0615426D,右,1,1
北方奔驰,前保险杠支架（左）,JYJY10036,9,左,前保险杠支架,前保险杠支架（右）,JYJY10037,右,1,1
奇瑞,倒车镜总成（左）,S11-8FE8202010BA-D,18,左,倒车镜总成,倒车镜总成（右）,S11-8FE8202020BA-D,右,1,1
东风标致,前挡风玻璃雨刮臂（左）,98 059 508 80,13,左,前挡风玻璃雨刮臂,前挡风玻璃雨刮臂（右）,98 059 509 80,右,1,1
中集,中立柱（左）,0I0036,6,左,中立柱,中立柱（右）,0I0035,右,1,1
北京奔驰,后地板（左）,A2126100555,11,左,后地板,后地板（右）,A2126100655,右,1,1
东风英菲尼迪,前保险杠加强件（左）,626654GA0A,10,左,前保险杠加强件,前保险杠加强件（右）,626644GA0A,右,1,1
福田,后叶子板轮眉（左）,JYJY13875,9,左,后叶子板轮眉,后叶子板轮眉（右）,JYJY13876,右,1,1
华泰,后保险杠反射器（左）,41163000S07,11,左,后保险杠反射器,后保险杠反射器（右）,41164000S07,右,1,1
一汽马自达,底大边饰条（左）,GV9B50490A,10,左,底大边饰条,底大边饰条（右）,GV9B50480A,右,1,1
一汽奔腾,底大边饰条（左）,5EA051P50#E1,12,左,底大边饰条,底大边饰条（右）,5EA051P40#E1,右,1,1
金杯,滑门（左）,0C0001,6,左,滑门,滑门（右）,0C0002,右,1,1
奇瑞,倒车镜壳（左）,T4A3854LML,10,左,倒车镜壳,倒车镜壳（右）,T4A3853LML,右,1,1
东风,前雾灯饰条（左）,CM5B-2803117,12,左,前雾灯饰条,前雾灯饰条（右）,CM5B-2803116,右,1,1
进口吉普,后门锁总成（左）,4589651AE,9,左,后门锁总成,后门锁总成（右）,4589650AE,右,1,1
广汽三菱,ABS后轮传感器（左）,4670B413,8,左,ABS后轮传感器,ABS后轮传感器（右）,4670B410,右,1,1
江铃,前转向灯（左）,CN3C1513369AB,13,左,前转向灯,前转向灯（右）,CN3C1513368AB,右,1,1
一汽大众,前门饰条（左）,L1GD853517A,11,左,前门饰条,前门饰条（右）,L1GD853518A,右,1,1
一汽奥迪,前围盖板（左）,4M0805285A,10,左,前围盖板,前围盖板（右）,4M0805286A,右,1,1
力帆,后制动器底板（左）,PBA3502130,10,左,后制动器底板,后制动器底板（右）,PBA3502140,右,1,1
长城,后门外拉手固定框（左）,6205173G08,10,左,后门外拉手固定框,后门外拉手固定框（右）,6205174G08,右,1,1
富迪,后座椅总成（左）,0B2001,6,左,后座椅总成,后座椅总成（右）,0B2002,右,1,1
